,probability
0,0.9999999995849961
1,0.0004999999999999449
2,0.006500059604644726
3,5.960464477539063e-08
4,0.0040002980232238805
5,0.9999998003527537
6,0.9894999566930953
7,0.9999996433864737
8,0.0004999999999999449
9,0.0
10,0.0
11,0.955499999621484
12,0.0
13,0.9999649185956514
14,0.0004999999999999449
15,0.02849999999999997
16,0.0
17,0.9999984181557693
18,0.9614992491947296
19,0.8958000302910805
20,0.1530075697898865
21,0.9999999997122099
22,0.9999452958109032
23,1.6689300537109375e-06
24,0.030005715608596883
25,0.9997720440005651
26,0.9751909059546888
27,0.0
28,0.9984979931417329
29,0.9999989023797298
30,0.7933105767008383
31,0.0015000000000000568
32,9.5367431640625e-07
33,0.7932159290313721
34,0.0
35,0.9999500821359106
36,0.9999989800897993
37,0.975491024587871
38,1.7881393432617188e-07
39,0.7879918930461718
40,0.9999999922041578
41,0.9999999351816626
42,0.0
43,0.9999999872675618
44,0.0030000000000000027
45,1.1920928955078125e-06
46,0.9924982452286532
47,0.02526926398277285
48,4.172325134277344e-07
49,0.032037431716918974
50,0.08914230608940121
51,3.445148468017578e-05
52,7.3909759521484375e-06
53,0.9984349985373556
54,0.9989999999979304
55,0.0010000000000000009
56,0.0
57,0.0
58,0.9989987976347029
59,0.9999984534234727
60,7.152557373046875e-07
61,0.0
62,0.12700685453414917
63,0.0
64,1.1920928955078125e-07
65,0.9999999020561887
66,0.0010000000000000009
67,0.3325
68,0.9939668841119274
69,0.9999249566026265
70,0.0
71,0.03299999999999992
72,0.0
73,0.9787486692736856
74,0.03433271837234497
75,0.03951335144042967
76,0.002507092952728218
77,0.0
78,0.0010063776969909677
79,0.9999999990755994
80,0.9950820662565529
81,0.006723606824874828
82,0.49273873114585875
83,0.0
84,1.9550323486328125e-05
85,0.9999993114551557
86,0.0
87,0.27912955427169805
88,0.9849997325804486
89,1.3232231140136719e-05
90,0.05800005960464483
91,0.0
92,0.9999999079615236
93,0.0
94,9.062886238098145e-05
95,4.172325134277344e-06
96,0.9999255587536027
97,5.960464477539062e-07
98,1.430511474609375e-05
99,0.9999997059557586
100,1.7881393432617188e-07
101,0.23150047683715824
102,0.9999998411541355
103,9.179115295410156e-06
104,0.0
105,0.011000059604644785
106,0.9999997517448662
107,0.7076426293849944
108,0.06450053644180298
109,0.9999991254452993
110,0.5093783671855927
111,0.9979767454646644
112,0.9999988389029113
113,0.9999964299045132
114,0.9999998173937996
115,0.9821371440647636
116,0.9727631887886673
117,0.9999995271582804
118,0.9999999978981848
119,0.007869265317916874
120,0.9899324730379158
121,0.0060001788139343315
122,0.005164287328720096
123,0.999996698067207
124,0.0005002980232238219
125,0.9962250504996628
126,6.556510925292969e-07
127,0.9812355757805054
128,0.06499999999999995
129,0.0035534057617188086
130,0.9995660306012724
131,1.2516975402832031e-06
132,0.9989733061520383
133,0.9967464739242569
134,0.9999941979444884
135,0.9999958083335514
136,0.0
137,0.9999997918815353
138,0.9989997650751027
139,0.0044999999999999485
140,0.0005088214874267027
141,0.0
142,0.9977155064698309
143,1.7881393432617188e-07
144,0.9999847731542104
145,0.9418905447721482
146,0.0004999999999999449
147,0.0005004768371581481
148,0.0
149,5.960464477539063e-08
150,8.940696716308594e-07
151,0.006000000000000005
152,0.323203161239624
153,0.9989999814933762
154,0.999999672473848
155,0.9999995973311968
156,0.999999999968461
157,0.0
158,0.9924975127570906
159,0.9881280437111855
160,0.9679669377539248
161,0.0
162,0.21362416148185726
163,0.9999999993950928
164,0.9539906187639572
165,0.0
166,2.294778823852539e-05
167,0.0005001788139342711
168,4.172325134277344e-06
169,0.9999959882834446
170,0.9884921670805634
171,0.04299999999999993
172,0.0
173,0.9999861992391743
174,0.0
175,1.7881393432617188e-07
176,1.9669532775878906e-06
177,0.9999586422418361
178,0.910338674426428
179,0.9999838420681044
180,0.9999991284958583
181,5.1915645599365234e-05
182,0.001000178813934327
183,0.0
184,0.8824987364930121
185,0.0
186,0.0
187,4.5299530029296875e-06
188,0.01850011920928951
189,0.0003127157688140869
190,0.0
191,0.9999999910220083
192,0.9969917879230343
193,0.9954985294696217
194,0.019001549720764177
195,0.2814437763690949
196,0.6788931922912598
197,0.999999734971567
198,0.0
199,0.9999242057601805
200,0.0
201,0.999999515461127
202,0.029073194503784205
203,0.9734956784604365
204,0.0
205,0.99949999999712
206,0.8447599811467807
207,0.9999554457317572
208,7.748603820800781e-07
209,0.9974813027188794
210,0.0005008940696715758
211,0.998642815859057
212,0.5741188883781433
213,0.05800000000000005
214,0.5030678057968616
215,0.9999881804524193
216,1.6093254089355469e-06
217,0.9999928469887891
218,0.0
219,0.9839905017493802
220,0.9297793093789368
221,4.76837158203125e-07
222,0.9729872047901154
223,0.000141829252243042
224,0.33990507745742793
225,0.9999998413138655
226,5.662441253662109e-06
227,0.9974999993296493
228,0.023053935766220057
229,2.7477741241455078e-05
230,0.5412453286647796
231,2.4378299713134766e-05
232,0.43500190734863287
233,0.009505245208740298
234,4.2557716369628906e-05
235,0.9999889712944423
236,0.012499999999999956
237,0.9999999998771155
238,0.9999999226061647
239,0.0
240,0.9999994443102764
241,6.556510925292969e-07
242,0.0
243,0.10800005960464476
244,0.9659919986339591
245,0.999999832403148
246,1.0132789611816406e-06
247,0.0035000000000000586
248,0.27249999999999996
249,0.0035073313713074317
250,0.6910711007118225
251,0.0005419616699218199
