id,probability
0,0.9939999999209357
1,0.009000000000000008
2,0.026000238418579125
3,0.007000119209289557
4,0.014000000000000012
5,0.990999911387782
6,0.9724996373790055
7,0.9934999816380623
8,0.09299999999999997
9,0.0004999999999999449
10,0.0010000000000000009
11,0.9884999989073129
12,0.0005028610229491637
13,0.9973623075516662
14,0.02200000000000002
15,0.0020000000000000018
16,0.0004999999999999449
17,0.9919931919082883
18,0.988999740183199
19,0.9927621038453653
20,0.24650125169754022
21,0.9959999998414149
22,0.9913906541077304
23,0.003508761882782041
24,0.06702920627593989
25,0.97647480114871
26,0.9239438185431064
27,0.0
28,0.9854999204394925
29,0.9914999932702775
30,0.9064675064027542
31,0.00649999999999995
32,4.172325134277344e-07
33,0.6152838165760041
34,0.0
35,0.9695652610086836
36,0.9899996207736785
37,0.975999472828847
38,0.002000059604644777
39,0.8054727367867308
40,0.9999999996378
41,0.9999999973423115
42,0.007000000000000006
43,0.958499999756041
44,0.04849999999999999
45,0.13595006632804862
46,0.9999958320272526
47,0.022753856182098353
48,0.022142544507980366
49,0.045009357929229665
50,0.0899702916145324
51,0.0009544258117675231
52,0.002006318092346193
53,0.9914999998923478
54,0.9849999999991981
55,0.0020000000000000018
56,0.0
57,0.004500119209289499
58,0.9704996653441486
59,0.9894972540485942
60,0.0015031590461731525
61,0.0
62,0.06089616370201112
63,0.0004999999999999449
64,0.0290000596046448
65,0.9999998294481429
66,0.05351138448715209
67,0.30700023841857904
68,0.9499999581527703
69,0.9944999121698906
70,0.0
71,0.025502861022949297
72,0.0030000000000000027
73,0.9494992321745594
74,0.45567680287361145
75,0.09259593367576602
76,0.018640339136123618
77,0.01849999999999996
78,2.1636486053466797e-05
79,0.9709999993143816
80,0.5095248188972473
81,0.011742979288101196
82,0.5359760011434556
83,0.0044999999999999485
84,0.006036597251892095
85,0.9999988500680956
86,0.0
87,0.01526245546340943
88,0.9589784289102535
89,0.0035007152557373633
90,0.1115519390106201
91,0.0
92,0.9869999813145077
93,0.0020000000000000018
94,0.041000119209289476
95,0.0050024437904357955
