id,probability
0,0.99999994
1,0.0
2,6.3061714e-05
3,5.221367e-05
4,3.385544e-05
5,0.99999267
6,0.99999785
7,0.9999961
8,0.0
9,0.0
10,0.0
11,1.0
12,1.9311905e-05
13,0.999077
14,0.0
15,1.1920929e-07
16,0.0
17,0.9999374
18,0.999735
19,0.9608381
20,0.00066393614
21,1.0
22,0.9998979
23,0.00020903349
24,0.01208055
25,0.9997901
26,0.9604754
27,0.0
28,0.99986786
29,0.9998912
30,0.99997705
31,0.0
32,0.00600183
33,0.06036198
34,0.0
35,0.9990804
36,0.9999962
37,0.99995804
38,4.172325e-06
39,0.9821372
40,1.0
41,0.9999993
42,0.0
43,0.9999993
44,1.3232231e-05
45,5.9604645e-07
46,0.99902767
47,0.0033394098
48,5.364418e-05
49,0.0016284585
50,0.027747273
51,0.0044487715
52,7.6293945e-06
53,0.9998291
54,0.99997914
55,8.46386e-06
56,0.0
57,1.1920929e-07
58,0.99975747
59,0.99946743
60,7.939339e-05
61,0.0
62,0.020853221
63,0.0
64,3.5762787e-07
65,0.9999879
66,3.182888e-05
67,0.00041884184
68,0.99986416
69,0.9999631
70,0.0
71,0.0020731688
72,0.0
73,0.9921392
74,0.0016224384
75,4.7922134e-05
76,0.00028532743
77,0.0
78,4.506111e-05
79,0.99999994
80,0.9287687
81,0.0062810183
82,0.015910506
83,0.0
84,0.00038975477
85,0.9998634
86,1.1920929e-07
87,0.7487815
88,0.99991965
89,7.867813e-06
90,1.1920929e-06
91,0.0
92,0.9999716
93,0.0
94,9.536743e-07
95,4.172325e-06
96,0.99999106
97,1.2755394e-05
98,6.6399574e-05
99,0.9999994
100,5.6028366e-06
101,6.198883e-06
102,0.9998172
103,0.0019051433
104,0.0
105,2.5629997e-05
106,0.9999928
107,0.93487245
108,0.0035967827
109,0.99999595
110,0.98522806
111,0.92271364
112,0.9999995
113,0.9998694
114,0.9999914
115,0.99729854
116,0.99647933
117,0.9999884
118,0.99999636
119,0.06636965
120,0.9999826
121,0.0006046295
122,0.0027267337
123,0.9988252
124,5.9604645e-07
125,0.9837962
126,6.0796738e-05
127,0.99575204
128,0.0
129,8.34465e-06
130,0.9798111
131,5.1140785e-05
132,0.28425145
133,0.9962684
134,0.9997495
135,0.99997354
136,0.0
137,0.9999998
138,0.9999802
139,0.0014383197
140,3.6120415e-05
141,0.0
142,0.49763954
143,1.0728836e-06
144,0.9999264
145,0.8152767
146,8.225441e-06
147,0.0
148,0.0
149,4.7683716e-06
150,0.0001398325
151,3.5762787e-07
152,0.8159449
153,1.0
154,1.0
155,0.999993
156,1.0
157,0.0
158,0.9999864
159,0.99772364
160,0.9997008
161,4.053116e-06
162,0.9991012
163,1.0
164,0.9971341
165,0.0
166,0.00018829107
167,8.46386e-06
168,0.00018578768
169,0.99972844
170,0.99976104
171,1.1920929e-06
172,1.1920929e-07
173,0.99972224
174,0.0
175,8.821487e-06
176,2.3841858e-07
177,0.9695257
178,0.997906
179,0.99959594
180,0.999999
181,0.00044065714
182,0.0
183,1.66893e-06
184,0.9999995
185,1.0728836e-06
186,0.0
187,0.000513196
188,1.41859055e-05
189,9.727478e-05
190,0.0
191,0.99999976
192,0.9808544
193,0.99999285
194,7.236004e-05
195,0.06269741
196,0.9777755
197,0.99993145
198,1.1920929e-07
199,0.99997586
200,0.0
201,0.99985415
202,0.0009558797
203,0.98930174
204,0.0
205,1.0
206,0.9962394
207,0.999976
208,1.0371208e-05
209,0.99882793
210,3.2186508e-06
211,0.9999997
212,0.9124582
213,1.1086464e-05
214,0.43806648
215,0.96077
216,2.0503998e-05
217,0.9997696
218,0.0
219,0.9997025
220,0.97191256
221,0.00011074543
222,0.93949443
223,0.012067735
224,0.0041623116
225,0.99999934
226,0.00021868944
227,0.9999999
228,0.006080985
229,0.0020676851
230,0.993387
231,0.005630553
232,1.1920929e-07
233,0.00019949675
234,0.0011019707
235,0.9999443
236,0.0
237,1.0
238,0.9999791
239,0.0
240,0.99996865
241,2.7418137e-06
242,0.0
243,0.00022906065
244,0.99999994
245,0.9999769
246,0.00019365549
247,3.862381e-05
248,0.2895652
249,8.428097e-05
250,0.81248206
251,1.8954277e-05
252,0.00040906668
253,3.5762787e-07
254,4.887581e-06
255,0.9999998
256,0.0
257,0.0011898279
258,0.0
259,0.13792586
260,0.9999931
261,0.99999756
262,0.006109476
263,0.00130862
264,6.914139e-06
265,0.8669978
266,0.0
267,0.99998075
268,1.1920929e-07
269,0.9999899
270,0.9995354
271,7.1525574e-07
272,4.7683716e-07
273,1.0
274,0.9990345
275,2.3841858e-07
276,0.0
277,0.99993
278,2.3841858e-07
279,0.0001963973
280,3.874302e-05
281,0.99549705
282,0.9999745
283,0.99994123
284,1.1920929e-07
285,0.99999875
286,0.9993546
287,0.00019317865
288,0.0
289,0.07635707
290,0.913448
291,0.9843859
292,0.0022016764
293,0.0
294,6.7949295e-06
295,0.011387646
296,0.00019317865
297,3.5762787e-07
298,1.1920929e-06
299,2.8729439e-05
300,0.9999999
301,0.0
302,0.9997553
303,2.6226044e-06
304,1.0
305,9.655952e-06
306,0.99963135
307,0.0
308,0.99999994
309,0.0
310,0.99496514
311,6.67572e-06
312,0.9999994
313,0.005797088
314,0.6549425
315,2.4795532e-05
316,1.0
317,0.99523586
318,4.4107437e-06
319,0.0
320,0.99997497
321,1.1920929e-07
322,0.9674286
323,0.9998001
324,0.0
325,0.9999976
326,0.9999987
327,0.00017130375
328,8.702278e-06
329,1.0728836e-05
330,0.999812
331,0.99999994
332,0.99997187
333,0.9999095
334,1.0
335,0.9999996
336,0.08401191
337,0.9999412
338,0.99999934
339,0.9999993
340,0.0
341,0.0
342,0.9999997
343,0.99962085
344,0.99999374
345,0.9500271
346,4.7683716e-07
347,0.0013085008
348,0.9999824
349,2.6226044e-06
350,0.9998654
351,0.00055247545
352,0.9999526
353,7.2717667e-06
354,0.00023192167
355,0.9865785
356,0.99999934
357,0.9911911
358,0.0
359,1.0
360,1.2993813e-05
361,0.62362456
362,0.111382365
363,1.0
364,0.0
365,0.99998504
366,0.25115788
367,0.0006684065
368,0.9999993
369,1.1920929e-07
370,0.9995504
371,0.9999984
372,1.0
373,0.0
374,0.0
375,0.9999527
376,8.8095665e-05
377,0.0
378,0.0013145804
379,1.0
380,0.9999791
381,5.722046e-06
382,0.9999914
383,1.1920929e-07
384,0.9999086
385,4.7683716e-07
386,0.9989039
387,0.0
388,0.0
389,0.9997195
390,0.9999718
391,0.99999994
392,3.4093857e-05
393,9.9897385e-05
394,2.2649765e-06
395,0.9971972
396,0.9988303
397,0.6634077
398,0.98398274
399,0.99999666
400,0.9999992
401,0.9999992
402,0.00035071373
403,7.1525574e-07
404,3.2663345e-05
405,0.9999999
406,1.1920929e-07
407,0.0005299449
408,0.00012552738
409,1.50203705e-05
410,2.1457672e-06
411,1.0
412,5.6028366e-06
413,0.99998856
414,0.014946163
415,0.9932391
416,0.9999978
417,2.7656555e-05
418,0.9979206
419,0.0
420,1.1920929e-07
421,0.99996644
422,0.0
423,0.99999976
424,1.0
425,0.0
426,0.99999744
427,2.3841858e-07
428,0.021060467
429,2.9802322e-06
430,0.9994876
431,2.7418137e-06
432,0.999999
433,1.680851e-05
434,4.887581e-06
435,1.66893e-06
436,1.4543533e-05
437,1.0
438,1.1920929e-07
439,5.9604645e-06
440,0.0
441,0.9999977
442,0.9999208
443,0.0003578663
444,0.0
445,0.9999987
446,2.2649765e-05
447,1.0728836e-06
448,0.9999944
449,3.2782555e-05
450,0.0011472702
451,0.0
452,2.8848648e-05
453,1.1920929e-07
454,0.999962
455,0.0016134977
456,0.99994624
457,1.3709068e-05
458,0.9999997
459,0.46942568
460,2.3841858e-05
461,0.3617736
462,0.9999977
463,0.99998146
464,0.00021189451
465,0.9999584
466,0.0
467,0.99999946
468,0.99999917
469,0.002392292
470,0.0
471,0.0
472,0.9970679
473,0.0016363263
474,0.062311113
475,0.99991536
476,0.27804708
477,9.715557e-05
478,5.9604645e-07
479,3.33786e-06
480,0.9999986
481,0.0
482,0.0
483,0.9999624
484,0.9999969
485,8.821487e-06
486,0.006474018
487,0.9997743
488,0.99717003
489,0.0
490,3.33786e-06
491,0.0840286
492,0.0
493,0.0
494,2.3841858e-07
495,3.5762787e-05
496,0.9999906
497,0.9996298
498,5.9604645e-07
499,0.99999404
500,0.9997742
501,0.99625957
502,0.99999857
503,0.99998707
504,0.9995461
505,1.0
506,0.1330595
507,0.99999994
508,0.0
509,1.1920929e-07
510,0.99999994
511,0.9999989
512,0.0
513,8.392334e-05
514,0.0
515,1.13248825e-05
516,0.016300023
517,0.0002745986
518,0.0
519,0.9999801
520,9.715557e-05
521,1.0
522,0.9985365
523,0.9999901
524,0.004192114
525,0.9999741
526,1.66893e-05
527,0.00025719404
528,0.001860857
529,0.99988145
530,0.99997306
531,1.66893e-05
532,0.055703163
533,0.9996244
534,0.23781407
535,1.0
536,0.0
537,0.0
538,0.99984217
539,0.0
540,0.001136899
541,0.9999981
542,0.0
543,0.6222006
544,0.9999999
545,0.0001538992
546,0.9850363
547,0.0055022836
548,0.99992746
549,0.99975526
550,0.047245264
551,0.00025504827
552,0.99999964
553,1.1920929e-07
554,0.97233534
555,0.9999039
556,0.0003553629
557,0.9999998
558,0.0
559,0.0
560,0.9999162
561,0.999997
562,0.99990934
563,0.9999352
564,0.0
565,0.9991184
566,0.99975896
567,0.0
568,0.87551725
569,0.9998826
570,0.0
571,0.96713907
572,1.1920929e-07
573,5.9485435e-05
574,0.7095463
575,0.78249395
576,0.99975145
577,0.99999934
578,0.15571219
579,0.99999976
580,0.0
581,0.9999937
582,0.00051403046
583,0.9999973
584,0.9999861
585,0.9999873
586,0.0
587,0.99839264
588,0.002334118
589,0.9999402
590,0.99328446
591,1.0
592,0.0008818507
593,0.0014743209
594,0.9999905
595,3.5762787e-07
596,0.0
597,0.00042253733
598,0.0
599,2.503395e-06
600,0.99998146
601,0.007839024
602,0.034628987
603,8.106232e-06
604,3.0875206e-05
605,1.0
606,0.0
607,0.99992836
608,0.0
609,0.0
610,1.1920929e-07
611,0.99999917
612,0.0
613,0.0
614,0.0
615,0.99829787
616,0.993683
617,0.0
618,1.0
619,0.99992293
620,0.9999622
621,1.0
622,5.00679e-06
623,0.0
624,0.011226177
625,0.0
626,0.0003310442
627,0.9999882
628,1.0
629,0.999489
630,0.99998033
631,0.99999684
632,0.0
633,0.99625784
634,3.0994415e-06
635,0.9992652
636,0.0
637,0.0028852224
638,1.1920929e-07
639,0.00023168325
640,0.9999974
641,3.170967e-05
642,0.9996698
643,0.0023099184
644,0.99999624
645,0.0
646,3.5762787e-07
647,0.00022488832
648,0.00015413761
649,9.536743e-07
650,0.9999933
651,8.34465e-07
652,0.9997432
653,0.99934775
654,0.9976508
655,0.9999897
656,0.8210498
657,1.1920929e-07
658,0.98413
659,0.9998793
660,0.0
661,0.0030136704
662,0.9999997
663,1.8835068e-05
664,1.1920929e-07
665,0.010026574
666,0.9999959
667,0.99999994
668,0.9999999
669,0.0130467415
670,0.9999336
671,1.0
672,0.9840596
673,3.0994415e-06
674,0.9999903
675,0.0014451146
676,0.00867337
677,0.99999976
678,0.9844484
679,0.013774633
680,0.99978596
681,2.3841858e-06
682,0.9999993
683,0.9999999
684,0.9999924
685,1.7881393e-06
686,0.99777985
687,1.1920929e-07
688,0.9945727
689,0.9999999
690,0.0011892319
691,0.9999346
692,0.9999987
693,0.0
694,0.99959564
695,0.43368554
696,0.9999958
697,0.99999887
698,1.7881393e-06
699,3.5762787e-07
700,0.9999177
701,0.00890702
702,0.32215023
703,0.9998402
704,2.3841858e-07
705,0.0
706,0.9950043
707,0.0
708,0.99999934
709,0.99999917
710,1.692772e-05
711,0.0
712,0.4271803
713,1.1920929e-07
714,0.99722093
715,0.99999994
716,0.04769373
717,1.1920929e-07
718,0.90244895
719,0.9999981
720,0.99848425
721,0.0
722,1.0
723,0.8464649
724,6.914139e-06
725,0.0
726,7.5101852e-06
727,0.9999909
728,0.9999783
729,0.0
730,0.9997009
731,0.9999569
732,0.0
733,0.9685369
734,0.0
735,2.1576881e-05
736,0.0
737,0.9999642
738,0.0
739,0.9950457
740,0.9999935
741,0.0
742,0.002029121
743,0.99998075
744,0.9695251
745,0.0015577674
746,0.5716709
747,0.0
748,0.00043040514
749,0.0
750,0.99999887
751,0.0
752,0.9888816
753,0.99999976
754,0.95513874
755,0.0
756,0.0023161173
757,1.0
758,1.66893e-06
759,0.99999845
760,0.99999994
761,1.0
762,0.99999857
763,0.9981058
764,0.00052422285
765,1.04904175e-05
766,0.9953792
767,0.0
768,0.4352092
769,0.0
770,1.7881393e-06
771,0.94152075
772,0.99998593
773,0.99996483
774,0.99998295
775,0.9709776
776,0.0021824837
777,0.99999994
778,0.0018315315
779,1.0
780,0.0
781,0.99999547
782,0.99999714
783,0.99984103
784,0.0
785,0.020291746
786,0.0
787,2.3841858e-07
788,8.34465e-07
789,0.9999991
790,0.99999946
791,0.9999992
792,0.9999998
793,0.9996819
794,0.689067
795,1.0
796,0.2744996
797,0.00029331446
798,2.861023e-06
799,0.999789
800,0.5659926
801,0.99998266
802,0.9999919
803,0.99999636
804,0.0048739314
805,1.0
806,0.99999255
807,0.0
808,0.99999285
809,0.99580294
810,0.9999054
811,0.00029921532
812,0.9999814
813,0.9976763
814,0.0063777566
815,0.9999879
816,0.0028803349
817,0.9988461
818,0.99999994
819,0.99971735
820,0.9999998
821,0.9999871
822,0.0
823,0.026579738
824,8.34465e-07
825,3.695488e-05
826,2.8133392e-05
827,0.9999937
828,9.536743e-07
829,0.99983406
830,0.9999218
831,0.9999972
832,0.038903594
833,0.9999856
834,0.00046539307
835,0.9999818
836,0.9997893
837,0.99840254
838,0.07023579
839,0.00010240078
840,0.9999778
841,2.2292137e-05
842,0.9947661
843,0.6753248
844,5.9604645e-07
845,0.99959296
846,0.0
847,0.0
848,0.99955463
849,0.9999896
850,0.990308
851,1.0
852,0.9987356
853,0.99992186
854,0.99990577
855,0.98953146
856,0.0
857,0.99999994
858,0.9996954
859,0.32420552
860,8.08239e-05
861,0.9994085
862,0.99997544
863,0.99999994
864,0.998054
865,0.99999994
866,0.0
867,0.9999973
868,7.033348e-06
869,0.0
870,0.99815273
871,0.0019376874
872,0.99876195
873,2.193451e-05
874,1.3113022e-06
875,0.9999774
876,0.99999225
877,4.7683716e-07
878,0.99914175
879,0.9956405
880,0.99975914
881,0.0
882,0.9999999
883,0.015612841
884,0.0
885,0.9999875
886,5.4836273e-05
887,0.001742661
888,8.34465e-07
889,0.876096
890,0.00013840199
891,0.99993277
892,0.0
893,0.02533573
894,0.99998975
895,0.0
896,4.184246e-05
897,0.51254153
898,0.0005142689
899,0.008376658
900,1.1920929e-06
901,0.0007228255
902,0.0
903,0.99999994
904,0.9996233
905,0.00091934204
906,0.00013971329
907,0.0
908,0.9999284
909,0.9476724
910,0.8800929
911,0.0015313029
912,0.13968271
913,0.0
914,4.7683716e-06
915,1.2874603e-05
916,1.0
917,0.03536153
918,3.2782555e-05
919,2.3841858e-07
920,0.009755909
921,7.390976e-06
922,0.0011857748
923,0.9999965
924,0.021879256
925,1.0728836e-06
926,0.9999829
927,0.003095448
928,0.99974465
929,0.0048897862
930,0.99992317
931,1.1920929e-07
932,7.1525574e-07
933,0.9999621
934,0.9975917
935,0.99999714
936,0.9994059
937,0.029245377
938,0.0
939,0.99997264
940,0.9999377
941,0.0
942,0.9999992
943,0.9999752
944,1.3113022e-06
945,0.96830034
946,0.0
947,0.0
948,1.3113022e-06
949,0.9980684
950,0.00058555603
951,0.9945739
952,1.0
953,1.0728836e-06
954,0.9979927
955,9.536743e-07
956,0.0
957,0.99888283
958,0.9999951
959,0.9999985
960,0.0
961,0.9999982
962,0.99041224
963,0.0006325841
964,1.168251e-05
965,0.00016880035
966,0.99963146
967,0.99997926
968,0.99999994
969,0.01690501
970,0.0
971,0.081465304
972,0.007197857
973,0.9303429
974,2.3841858e-07
975,0.99961436
976,4.7683716e-07
977,0.7656503
978,0.99941343
979,1.0728836e-06
980,1.9073486e-06
981,0.0034269094
982,2.3841858e-07
983,0.9999497
984,0.99988896
985,0.028812945
986,0.0
987,5.9604645e-07
988,0.99991894
989,2.4199486e-05
990,9.536743e-07
991,0.9999979
992,0.99999094
993,0.00032794476
994,0.9999444
995,0.009553432
996,0.19249088
997,0.0
998,1.1920929e-06
999,0.0041617155
1000,0.9996617
1001,0.999952
1002,1.5616417e-05
1003,0.11008477
1004,0.00010943413
1005,0.0
1006,0.0
1007,0.00010681152
1008,7.5101852e-06
1009,0.0014241934
1010,0.0
1011,0.0013511777
1012,0.999874
1013,0.0
1014,0.9999996
1015,0.0
1016,0.0
1017,0.9999998
1018,6.234646e-05
1019,0.0
1020,0.9999961
1021,0.0001424551
1022,0.99999994
1023,0.0
1024,0.0
1025,1.66893e-06
1026,0.99999976
1027,0.9997325
1028,0.0
1029,0.0
1030,0.0
1031,0.00069892406
1032,0.98896503
1033,0.001096487
1034,0.99999994
1035,0.0
1036,0.0
1037,0.00055605173
1038,4.7683716e-07
1039,5.841255e-06
1040,0.9999994
1041,2.1457672e-06
