id,probability
0,0.9964999999965072
1,0.009500000000000064
2,0.026000238418579125
3,0.008002086162567146
4,0.011500119209289617
5,0.9919999432704456
6,0.9704994708422833
7,0.9959999663970556
8,0.08899999999999997
9,0.0004999999999999449
10,0.0
11,0.9794999999674273
12,0.0005001192092894957
13,0.9859391475245357
14,0.022499999999999964
15,0.0015000000000000568
16,0.0
17,0.9944991356663145
18,0.9884999701867673
19,0.9608250676691532
20,0.24487642669677734
21,0.9964999999601081
22,0.993961207540764
23,0.005002861022949223
24,0.06253236532211304
25,0.9839908635418251
26,0.9127979161087424
27,0.0
28,0.980998484337425
29,0.9864999812452743
30,0.9294994819038989
31,0.0015000000000000568
32,0.0015056028366089436
33,0.3334983243942261
34,0.0
35,0.9654242833437165
36,0.9894995565338509
37,0.9794999981015882
38,0.0020000000000000018
39,0.8032794525222853
40,0.9999999999650483
41,0.9999986015162676
42,0.009500000000000064
43,0.9669999992098791
44,0.04299999999999993
45,0.11300607967376708
46,0.9994964983480823
47,0.03163573670387265
48,0.021860637903213576
49,0.045499999999999985
50,0.05453057718276977
51,0.0016067986488341734
52,0.002780112028121895
53,0.9929999998185114
54,0.9869999994721771
55,0.0015000000000000568
56,0.0
57,0.0024999999999999467
58,0.964990190131939
59,0.9924970718506575
60,0.001500178813934383
61,0.0
62,0.011154386520385806
63,0.0
64,0.029000000000000026
65,0.9999998771333622
66,0.03800834465026859
67,0.28250149011611936
68,0.9439711349755671
69,0.992497795418949
70,0.0
71,0.02863766741752627
72,0.0020000000000000018
73,0.940999972741426
74,0.0025445246696471635
75,0.10087553906440738
76,0.013001490116119396
77,0.02100000000000002
78,0.0005025629997252867
79,0.9709999983656534
80,0.9506873297318816
81,0.03239437937736511
82,0.30332274198532105
83,0.0044999999999999485
84,0.10295752406120307
85,0.9999995632021808
86,0.0
87,0.0075194311141968395
88,0.9579995971560338
89,0.0020007152557373065
90,0.11850000000000005
91,0.0
92,0.9899979581800744
93,0.0010000000000000009
94,0.04700011920928948
95,0.012500059604644731
96,0.9994983538509696
97,0.0015000000000000568
98,0.00350709295272833
99,0.9959999996147753
100,0.045499999999999985
101,0.2130026226043702
102,0.9653624613072025
103,0.0035094771385193457
104,0.0
105,0.03949999999999998
106,0.9839995018695813
107,0.969069414049387
108,0.15700447034835818
109,0.9979969744098962
110,0.5147446694374085
111,0.9609983402104817
112,0.9924999986740908
113,0.9934960780774018
114,0.984997220599198
115,0.9774933332646834
116,0.9699623100011376
117,0.9929962316483106
118,0.9989999999273743
119,0.2614387341737747
120,0.9653632270726376
121,0.2446369416713714
122,0.0015000000000000568
123,0.966977192879669
124,0.09450035762786868
125,0.9784600210139761
126,0.0060001788139343315
127,0.9729040966611355
128,0.09499999999999997
129,0.012500238418579057
130,0.9514026246666908
131,0.0005073909759520934
132,0.8347144658565522
133,0.9689502878505737
134,0.9904988977863268
135,0.9989998534630663
136,0.0004999999999999449
137,0.9944999607287862
138,0.8899998244727095
139,0.0545048279762268
140,0.002500059604644722
141,0.0004999999999999449
142,0.49887448954582214
143,0.0010000596046447763
144,0.9709995124397856
145,0.4378382604122162
146,0.007500000000000062
147,0.0
148,0.0
149,0.0
150,0.0
151,0.03649999999999998
152,0.6358318536672741
153,0.9694999999841398
154,0.9999999999392335
155,0.9939998723168773
156,0.991499999991687
157,0.0
158,0.9989998769337708
159,0.9055996695160866
160,0.9734980156101174
161,0.0015036358833313557
162,0.09520113110542305
163,0.9909999999196764
164,0.8859291340112686
165,0.0
166,0.0020001192092895526
167,0.0005001788139342711
168,2.09808349609375e-05
169,0.9924918135054032
170,0.9924813720751263
171,0.03949999999999998
172,0.0005000596046447203
173,0.999995836504695
174,0.0015000000000000568
175,2.9802322387695312e-06
176,0.0
177,0.9055011287392117
178,0.9406234970749356
179,0.9989932588343654
180,0.9979999973142846
181,0.0028764033317565385
182,0.0024999999999999467
183,0.0010000000000000009
184,0.9434999760056593
185,0.0004999999999999449
186,0.0050000000000000044
187,0.002107973814010622
188,0.04550172853469847
189,2.205371856689453e-06
190,0.057499999999999996
191,0.9999999999962639
192,0.9549917344748974
193,0.9684993187028622
194,0.0
195,0.09882962226867675
196,0.9162767743878066
197,0.9764990919684479
198,0.0004999999999999449
199,0.9959999971871814
200,0.0
201,0.9804966089935697
202,0.014000119209289563
203,0.8909973610263169
204,0.0
205,0.9969999999998735
206,0.6779982552725441
207,0.9969992435593867
208,0.000501072883605902
209,0.9694934426646178
210,0.058499999999999996
211,0.9854998140660154
212,0.7133738085627556
213,0.1725
214,0.08892472982406618
215,0.9564659328013658
216,0.007500715255737367
217,0.9989909865528025
218,0.0
219,0.9824979694255217
220,0.9229851537048817
221,0.002000953674316408
