,probability
0,0.9964999999957701
1,0.009500000000000064
2,0.026000238418579125
3,0.008001370906829841
4,0.011500059604644841
5,0.9919999366004033
6,0.9704994574156972
7,0.995999962034483
8,0.08899999999999997
9,0.0004999999999999449
10,0.0
11,0.9799999999689657
12,0.006500119209289501
13,0.9735946169048548
14,0.021500000000000075
15,0.0015000000000000568
16,0.013000000000000012
17,0.9944988251884134
18,0.9864999748746653
19,0.9649261366277934
20,0.23511734867095946
21,0.9989999999499798
22,0.9954385049959529
23,0.005002562999725346
24,0.06252384185791016
25,0.9839836775332369
26,0.9131172429872677
27,0.008499999999999952
28,0.9804986138158193
29,0.9859999778497965
30,0.9294997338109381
31,0.0
32,0.00200351667404175
33,0.3097414216995239
34,0.0004999999999999449
35,0.9653590894101653
36,0.9899994777268739
37,0.9799999980519929
38,0.0020000000000000018
39,0.8003733058799989
40,0.9989999999610664
41,0.9999988963422766
42,0.009500000000000064
43,0.9664999991101203
44,0.04699999999999993
45,0.11451055002212529
46,0.9994958255316415
47,0.02947292661666867
48,0.043749147415161116
49,0.04749999999999999
50,0.05502121925353998
51,0.0015583465099334726
52,0.002769740819930977
53,0.989499999807717
54,0.9859999994637096
55,0.0015000000000000568
56,0.0
57,0.020499999999999963
58,0.8379907170649749
59,0.9919967583664784
60,0.0025002384185790483
61,0.0
62,0.011079523086547916
63,0.0
64,0.05249999999999999
65,0.9999998393207932
66,0.03900715255737297
67,0.2830031590461731
68,0.9439739970498922
69,0.9919979976191753
70,0.0
71,0.08427940082550056
72,0.0024999999999999467
73,0.9409999747349673
74,0.002536835670471138
75,0.1035541145801544
76,0.01200143051147462
77,0.02300000000000002
78,0.0025020861625670854
79,0.9709999977764555
80,0.9400240624248981
81,0.03137817978858948
82,0.2864129889011383
83,0.0044999999999999485
84,0.05094445061683661
85,0.99949949005786
86,0.0
87,0.007513232231140199
88,0.9504994333271616
89,0.00250047683715815
90,0.11850005960464483
91,0.0004999999999999449
92,0.9874977898235102
93,0.0010000000000000009
94,0.04700011920928948
95,0.012500059604644731
96,0.9964977913869316
97,0.0024999999999999467
98,0.004507569789886423
99,0.9984999995928957
100,0.07950000000000002
101,0.21250351667404177
102,0.9656832990727853
103,0.0035074505805969824
104,0.0004999999999999449
105,0.04049999999999998
106,0.9809993750985823
107,0.9545895396620036
108,0.1570068545341492
109,0.9994955542989483
110,0.49281437683105467
111,0.9554984259386565
112,0.9924999981096675
113,0.981496046936758
114,0.9424966219336329
115,0.9734910731075943
116,0.9674662319060008
117,0.9939955016455715
118,0.9989999999106505
119,0.15370478415489197
120,0.9589272880668286
121,0.24422384524345397
122,0.0015000000000000568
123,0.9544756964916742
124,0.10950029802322381
125,0.9784578664355795
126,0.0060001788139343315
127,0.9720060949455946
128,0.09499999999999997
129,0.012500178813934282
130,0.9415382353439927
131,0.0005064969062804625
132,0.7446848790645599
133,0.9469329596627504
134,0.9899991117620084
135,0.9989998047390051
136,0.0004999999999999449
137,0.9919999424659833
138,0.8884997801944431
139,0.0865044107437134
140,0.010000059604644784
